47	0.00|1.00	0.00|1.00|0.00	0.24|0.76|0.00	0.00|1.00|0.00	0.00|0.95|0.05	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
48	0.00|1.00	0.00|1.00|0.00	0.19|0.81|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
49	0.00|1.00	0.00|1.00|0.00	0.19|0.81|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
50	0.00|1.00	0.00|1.00|0.00	0.24|0.76|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
51	0.00|1.00	0.00|1.00|0.00	0.29|0.71|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
52	0.00|1.00	0.00|1.00|0.00	0.43|0.57|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
53	0.00|1.00	0.00|1.00|0.00	0.52|0.48|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
54	0.00|1.00	0.00|1.00|0.00	0.43|0.57|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
55	0.00|1.00	0.00|1.00|0.00	0.52|0.48|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
56	0.00|1.00	0.00|1.00|0.00	0.57|0.43|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
57	0.00|1.00	0.00|1.00|0.00	0.52|0.48|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
58	0.00|1.00	0.00|1.00|0.00	0.62|0.38|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
59	0.00|1.00	0.00|1.00|0.00	0.57|0.43|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
60	0.00|1.00	0.00|1.00|0.00	0.38|0.62|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
61	0.00|1.00	0.00|1.00|0.00	0.57|0.43|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
62	0.00|1.00	0.00|1.00|0.00	0.67|0.33|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
63	0.00|1.00	0.00|1.00|0.00	0.67|0.33|0.00	0.00|0.95|0.05	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
64	0.00|1.00	0.00|1.00|0.00	0.67|0.33|0.00	0.00|0.90|0.10	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
65	0.00|1.00	0.00|0.95|0.05	0.67|0.33|0.00	0.00|0.95|0.05	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
66	0.00|1.00	0.00|1.00|0.00	0.57|0.43|0.00	0.00|0.90|0.10	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
67	0.00|1.00	0.00|1.00|0.00	0.52|0.48|0.00	0.00|0.86|0.14	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
68	0.00|1.00	0.00|1.00|0.00	0.43|0.57|0.00	0.00|0.81|0.19	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
69	0.00|1.00	0.00|1.00|0.00	0.52|0.48|0.00	0.00|0.71|0.29	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|0.95|0.05	0.00|1.00|0.00	0.00|1.00	
70	0.00|1.00	0.00|1.00|0.00	0.48|0.52|0.00	0.00|0.86|0.14	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|0.95|0.05	0.00|1.00|0.00	0.00|1.00	
71	0.00|1.00	0.00|1.00|0.00	0.38|0.62|0.00	0.00|0.90|0.10	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
72	0.00|1.00	0.00|1.00|0.00	0.29|0.71|0.00	0.00|0.95|0.05	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
73	0.00|1.00	0.00|1.00|0.00	0.33|0.67|0.00	0.00|0.95|0.05	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
74	0.00|1.00	0.00|1.00|0.00	0.48|0.52|0.00	0.00|0.95|0.05	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
75	0.00|1.00	0.00|1.00|0.00	0.43|0.52|0.05	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
76	0.00|1.00	0.00|1.00|0.00	0.29|0.71|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
77	0.00|1.00	0.00|1.00|0.00	0.33|0.67|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
78	0.00|1.00	0.00|1.00|0.00	0.43|0.57|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
79	0.00|1.00	0.00|1.00|0.00	0.71|0.29|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
80	0.00|1.00	0.00|1.00|0.00	0.57|0.43|0.00	0.00|1.00|0.00	0.00|1.00|0.00	1.00|0.00	0.00|1.00	0.00|1.00|0.00	0.00|1.00|0.00	0.00|1.00	
81	TCT |TCA 	TCT |TCA |CCA 	TCT |TCA |GCA 	TCT |TCA |CCA 	TCT |TCA |CCA 	TCT |TCA 	TCT |TCA 	TCT |TCA |GCA 	TCT |TCA |GCA 	TCT |TCA 	
